HSPB1,SLC27A3,INMT,GATA2,LRRC26,C8orf55,LY6H,SLC9A3R2,HRC,ZFYVE19,NR2F2,TRIM3,OPN4,LRFN2,FAM113B,SPDEF,C1orf64,CLEC14A,HTR2B,JAM2,KRT18,LTBP2,ALDH4A1,JAM3,CRYGN,PODN,NQO1,SNCG,ADRA2C,GDF15,LYZL2,SLC7A13,PRPH,TFF3,RMND5B,CXXC5,SGCA,HSF2,ZNF684,PAPSS1,OGFRL1,RNF138,RCAN3,ENKUR,HAUS6,CHPT1,ZNF529,DEM1,FASTKD1,ZNF567,NHLH1,Emb_0,Emb_1,Emb_2,Emb_3,Emb_4,Emb_5,Emb_6,Emb_7,abs_mean
0.019923678,-0.025498362,-0.045622308,-0.01857656,-0.10738734,0.2015995,0.0468477,-0.0049695037,-0.0014541292,0.09545842,0.15171377,0.09404413,0.13983473,-0.038055733,-0.0386699,-0.0073968605,-0.16398624,0.005032235,-0.24451318,-0.4938459,-0.020797404,-0.24474591,0.19344077,0.0012403616,-0.12823431,0.026901547,0.02352478,0.009443525,-0.061312117,-0.045664586,-0.08963051,0.025552258,-0.08237589,0.012886259,0.21106501,-0.07429068,0.05141996,-0.094748914,-0.029273314,0.022911625,0.044007864,-0.012629424,0.0048461836,-0.028936792,0.047927324,0.32982403,0.2881603,0.112241685,0.074285194,0.040620994,0.3768969,-0.05301307,0.56513196,-0.02514818,0.008816039,0.039779566,-0.0076678563,0.03251386,0.049387015,
-0.04855228,0.03432894,0.08407829,-0.07141078,0.034294453,-0.023959761,-0.018939279,0.006321012,0.00107254,-0.2644881,0.27833635,-0.0615879,-0.0279851,-0.06284115,-0.06063119,-0.07732923,0.03246469,-0.025355136,0.31509453,0.08919784,0.04719936,0.043191828,-0.2258378,-0.097049914,-0.28402194,-0.04750929,-0.0653859,-0.08921167,-0.04446117,-0.070506416,-0.07382247,-0.30978164,-0.22121578,-0.16475044,-0.0905765,0.03562431,0.26365143,-0.011289169,0.010609055,-0.021967996,-0.093893774,0.11106369,0.0008849818,0.11477735,0.059992477,-0.17526868,-0.027075626,0.02450759,-0.037916016,0.049190972,-0.5177573,0.032143008,-0.17474002,0.18135417,-0.019610766,0.064959556,0.01038699,0.05963964,0.298778,
-0.051632334,-0.013752974,-0.06864687,-0.076574646,0.05925324,0.59978396,0.021977345,0.010654496,0.0107411025,-0.39794472,-0.22134426,-0.06160905,0.07516064,0.063938685,-0.0015402619,-0.035402827,0.044694874,-0.06368246,-0.32502097,0.055465553,0.00544882,-0.25273374,-0.0469647,-0.02069552,-0.13229887,0.013066126,0.018141741,-0.09344608,0.039636843,0.053612255,-0.058410477,0.019241547,-0.2526341,-0.03254154,-0.116216004,-0.002711143,-0.1555956,0.008010457,-0.08263709,0.0093824845,0.001840427,0.053959623,0.15422235,-0.05626759,0.025381722,0.16501403,-0.23369686,-0.0025233377,0.080903515,-0.019590886,0.3013144,-0.038786653,-0.1866061,0.029657602,-0.0024122614,0.010702932,-0.0048360163,0.09199792,-0.2898439,
-0.03437479,-0.03608846,0.054373752,0.053546578,-0.10654944,-0.18704516,-0.04362895,0.012249215,0.0076497346,-0.2304234,-0.26338217,-0.03973527,-0.1483634,-0.07482073,0.14951102,-0.006596473,0.10420215,-0.016056534,0.10125811,0.025178315,0.08375555,0.06938861,-0.06529904,0.037501346,-0.08751316,-0.020822668,-0.13979529,0.02572478,-0.03066123,0.052933622,-0.1370125,-0.03326732,-0.1003707,-0.05108608,-0.04996755,-0.07928372,0.098783106,-0.067463234,-0.013877409,-0.01983905,-0.010842947,0.070205666,0.011390235,0.04272738,0.043801535,0.027904844,-0.19558674,-0.080199294,-0.048518065,-0.1480432,0.07407537,-0.042087357,-0.17124414,-0.07295062,0.02329632,0.20198157,0.009757389,0.049969092,-0.6502583,
0.032521654,0.063644,0.022307795,-0.01707842,-0.09920417,0.2585669,0.0048904223,-0.0072828764,-0.0004477445,0.1588935,-0.17688379,-0.12746662,0.2271979,0.019383613,0.09826879,-0.004416152,-0.28073505,-0.024550796,-0.18474257,-0.0955589,0.047147114,-0.21428739,0.23078375,-0.034037936,0.25743094,-0.003850793,0.4069291,0.07105967,-0.039688963,0.032663237,0.37286636,-0.03936057,0.3865404,0.009451878,0.052422494,0.046324376,0.044500954,-0.16658959,0.07044703,0.046795532,-0.047117207,0.012037338,0.083904974,0.004228801,0.02796958,-0.38718486,-0.04031013,0.027288735,0.072225966,0.0909,-0.77600735,0.0915843,0.43472216,-0.03457298,0.054067567,-0.027738111,0.00035452517,-0.07407152,-0.024833668,
-0.08431783,-0.08488952,-0.22353995,-0.0046441955,-0.009621538,-0.30309987,0.011986557,0.007603574,0.01052206,-0.114082016,-0.11791813,-0.02140979,-0.21022768,-0.04877108,-0.034058653,-0.04076388,0.120186955,-0.012465035,-0.4911544,-0.08277973,-0.00826548,-0.16151704,0.13371488,-0.0279605,-0.116640106,0.054251224,-0.16345803,0.008473773,0.022342136,-0.04759002,-0.06509194,-0.09875648,0.077155925,-0.08417122,-0.07844019,0.014511639,-0.353805,-0.021416329,-0.08119447,-0.03123939,-0.008329993,0.012064701,-0.07771561,-0.091005236,-0.0009971804,0.23745596,0.070536315,-0.13231046,-0.008285134,-0.044433255,0.10364918,-0.0748816,-0.33301067,-0.05828079,0.0085124215,0.111148,0.0029062778,0.03819143,-0.62130094,
-0.036271237,-0.10172686,-0.13726802,-0.033115584,0.0075571896,-0.13122807,0.021587277,-0.019926166,-0.0024631985,-0.15314189,-0.1901538,-0.053610083,-0.053292245,0.062502235,-0.06708284,-0.060119428,-0.087266326,-0.00953433,0.11186045,0.017232945,0.10228265,0.09519653,-0.2087712,-0.021873502,-0.07474341,-0.014021191,0.021651953,-0.10125988,-0.024823617,-0.06606576,0.7106917,0.027066845,-0.14346614,-0.08467444,-0.044030078,0.0012245452,0.010133886,-0.09997899,-0.15510711,-0.021584023,0.018669603,0.06217569,-0.03471614,-0.005349232,-0.035094418,0.57509905,-0.0056378734,0.019265998,0.024759494,-0.0139147425,-0.043884024,-0.013101292,-0.09475573,-0.09183397,-0.000635557,0.21997364,0.0036860106,0.092503935,-0.7046462,
0.0012940681,0.0041402765,-0.13114507,-0.18140067,0.018002339,-0.27353138,0.0073001767,0.009102332,-0.012596768,0.24577992,-0.03878645,0.046030723,-0.27222458,0.018738914,-0.04549606,0.019395608,0.23186727,-0.005122757,0.16583031,0.11592236,0.047382455,-0.2757842,-0.03833006,-0.0083897,-0.068366125,0.004424218,0.038646553,0.13200031,-0.06433806,0.0058739902,-0.11999974,0.023616666,-0.15505148,0.101952165,0.36665326,0.030253723,0.05727351,-0.04730713,-0.12100777,-0.0074752155,-0.008288167,-0.054940242,0.00031972583,0.11348076,-0.035425458,0.6415673,0.0015438923,0.037888937,0.07983987,-0.032756757,-0.20639487,-0.05941147,-0.13684225,-0.036287557,-0.0074858256,0.19142313,0.015850188,0.053454533,-0.1681941,
-0.020854393,0.0046887635,-0.07443526,-0.10382906,-0.01280617,0.35713398,0.018572671,0.016811246,-0.013246017,-0.053010695,-0.120752566,-0.12309456,-0.1648682,-0.015156778,-0.028384509,0.033435315,-0.032275055,-0.016473072,-0.44185677,0.023333553,-0.06646414,0.0528783,0.030328736,-0.04548263,0.2121679,0.01761126,-0.10032861,-0.011271807,-0.073171176,-0.10527816,-0.18673645,0.038390595,-0.17120941,-0.10804539,0.26638263,-0.06713231,-0.21449293,-0.116088785,-0.06081493,0.08084324,-0.067619406,-0.06444967,-0.123563915,0.018842448,-0.018510409,0.15877804,-0.019243738,0.03730777,0.007735347,-0.029376432,-0.31984034,-0.055565998,-0.21204582,0.009848978,-0.029184036,-0.022306187,-0.0064481213,0.03490417,0.08721343,
-0.07733764,-0.04989656,0.011938442,0.101804,0.025665483,-0.19120121,0.057006113,0.007902659,-0.035187963,-0.25902843,0.15083387,0.051890157,-0.18054178,-0.01641654,-0.031054052,-0.081499256,-0.26128724,-0.0367248,0.2056927,0.01682866,0.12988994,-0.08146513,0.04074746,-0.039853547,-0.124942124,-0.023000984,-0.1361042,-0.052592866,-0.03540783,-0.020223431,-0.14742915,0.09053483,-0.11002475,-0.05952192,-0.10130579,-0.017793674,-0.22192566,-0.100462176,-0.001679451,-0.01442677,-0.017687406,0.14500532,-0.017611751,-0.12555692,-0.053519927,0.13521874,-0.113448925,0.015364164,0.05175375,-0.012251769,0.15109476,-0.060713056,-0.11635459,-0.017746918,-0.007281866,0.05296763,0.0024141315,0.089826845,-0.08449811,
0.0073142108,-0.07222538,-0.13392513,-0.008546903,-0.21549839,-0.31794298,-0.011497255,0.015063186,0.0031270622,0.16590774,0.050503507,0.019744677,-0.3798798,-0.06398112,-0.047481947,-0.07744199,0.10875438,-0.01404643,0.17492914,-0.41317186,-0.17540237,-0.08333023,-0.22321789,-0.044903543,-0.099135086,0.005696796,0.54225546,-0.008728563,-0.0020748866,0.121937506,-0.13502559,0.05144047,-0.12346419,-0.053726118,0.32582262,0.04061202,-0.17430544,0.013383091,-0.0015931632,0.0049924175,-0.042056695,-0.06785521,-0.05141009,0.025049735,-0.02970477,0.068015374,0.02466449,-0.047942594,0.018140458,0.011896567,0.11192334,-0.07244259,-0.21250951,-0.11316381,-0.013097152,0.042540457,0.0018290419,0.026000347,-0.73933303,
0.036147367,-0.04240624,-0.16682075,0.053334825,-0.080997445,0.53428215,0.025590649,-0.0025623017,-0.0007213451,0.16292231,0.12597266,-0.08827796,-0.25863305,0.12627167,0.20924525,-0.01403103,-0.21602698,-0.007776625,-0.27546427,-0.20327128,0.059036057,-0.19393562,-0.3412301,-0.00046073843,-0.09008797,0.028999101,-0.027139526,0.08807599,0.030528823,0.021092443,-0.084053986,-0.025266739,0.009509886,-0.014642959,0.25289774,0.022316532,0.062937744,-0.040146176,0.05226198,0.044764332,-0.00980546,-0.009927624,0.025103787,0.018357083,-0.00093064713,-0.0412111,-0.11643652,0.058798354,0.0018656701,0.07440628,0.38352314,0.24656095,0.4105884,-0.03441777,0.012102206,0.045695066,-0.0090220785,-0.021404011,0.050708316,
