HSPB1,SLC27A3,INMT,GATA2,LRRC26,C8orf55,LY6H,SLC9A3R2,HRC,ZFYVE19,NR2F2,TRIM3,OPN4,LRFN2,FAM113B,SPDEF,C1orf64,CLEC14A,HTR2B,JAM2,KRT18,LTBP2,ALDH4A1,JAM3,CRYGN,PODN,NQO1,SNCG,ADRA2C,GDF15,LYZL2,SLC7A13,PRPH,TFF3,RMND5B,CXXC5,SGCA,HSF2,ZNF684,PAPSS1,OGFRL1,RNF138,RCAN3,ENKUR,HAUS6,CHPT1,ZNF529,DEM1,FASTKD1,ZNF567,NHLH1,Emb_0,Emb_1,Emb_2,Emb_3,Emb_4,Emb_5,Emb_6,Emb_7,abs_mean
-0.02185857,0.03302788,-0.02965198,-0.11203898,0.047793403,-0.16296916,-0.012791485,-0.016158894,-0.039372057,-0.12224756,0.114439204,-0.10118509,-0.085148655,-0.08269315,-0.0441412,-0.019484635,0.062343717,-0.012234973,0.28093055,0.03910543,0.084472,0.25150728,-0.12361683,-0.0074505713,0.27698365,-0.022331573,-0.07994232,-0.056292944,-0.012537558,0.02342565,-0.13294044,0.11720939,-0.10448434,-0.1291277,0.110703744,-0.04614788,0.06298077,-0.050282184,-0.055215355,-0.017174609,-0.07557719,-0.1020906,-0.090646155,-0.1707687,-0.032456573,0.3210382,-0.079136044,-0.099121585,0.01396757,-0.04138327,-0.12328853,-0.022821683,-0.08796154,-0.012591714,0.0030019372,-0.02868392,-0.0062304176,-0.041007895,-0.03101105,
0.014788156,0.009367037,0.0518552,-0.07252745,-0.067301705,-0.1367751,0.020483445,0.022451198,-0.0068710973,-0.28029168,0.1661589,-0.040693924,-0.0148416385,0.08168659,-0.062211096,-0.0696514,0.08502874,-0.043850888,0.17448567,-0.18427756,0.10487571,0.036788065,-0.24458618,-0.057471942,-0.26308978,-0.037033763,-0.13618304,-0.09477157,-0.03205716,-0.06939825,-0.08910408,-0.10051507,-0.13692328,-0.08484302,-0.19951771,-0.00060622464,0.0697629,-0.030005652,0.023582313,-0.016429188,0.03365007,0.0742299,-0.049634196,0.028049529,0.03858297,-0.2078179,-0.09616737,0.039894592,0.07004163,-0.4499052,-0.1410666,-0.0010727926,-0.17716952,-0.025566695,-0.020246513,0.030608565,-0.00036787114,0.04067978,-0.01601197,
0.0015966487,-0.010950463,0.17947099,-0.11350141,-0.25640866,-0.07008877,-0.009377405,-0.011004178,-0.011077386,0.26481456,-0.062493555,-0.16890118,0.15679811,-0.18015687,-0.09098836,-0.021609139,0.068286106,0.018114086,0.21316293,0.030974517,0.075182796,-0.028862862,-0.39988077,-0.03068532,0.15237987,-0.031942457,-0.21674128,-0.07800158,-0.013041313,0.110670105,-0.039284542,0.0034351537,0.15295023,-0.05459267,0.017007843,-0.15138672,0.16288552,0.060454607,-0.054227002,-0.029388484,-0.025569625,-0.06941971,0.0071309633,-0.16197336,0.025434941,-0.29590312,-0.065522246,-0.26371887,0.011447856,-0.07474018,-0.22626263,0.0064311256,0.3035525,0.057856463,-0.02583224,-0.076361604,0.0010701555,-0.085611016,0.06859484,
0.0075311693,0.029686643,0.04662212,0.12783717,-0.4500547,-0.17114605,0.015259025,0.031520333,-0.035564106,-0.08630324,-0.01364435,-0.02314249,-0.06627833,-0.04125109,0.22869521,0.028780494,0.09156957,-0.010260402,0.14205988,-0.17187682,0.049637314,0.12493217,-0.26939434,-0.029681815,0.1694338,0.0032001343,-0.004158456,0.04116378,-0.022262635,-0.02637527,-0.11505519,-0.08369513,-0.07940009,0.023009008,0.014957182,-0.06315911,0.10951757,-0.03542138,-0.042555533,0.02249027,0.11461912,0.098305054,-0.03867633,-0.0036088033,-0.030743763,-0.3728447,-0.13547255,0.006120368,-0.022770874,0.046386976,0.06423994,-0.02427933,-0.07739667,-0.036356546,-0.026629306,0.018224342,0.007086807,0.06476541,-0.021835938,
-0.047709946,-0.023064252,-0.1234178,0.14706676,-0.06544121,-0.10810626,-0.052477043,0.0064992206,-0.004917128,-0.1522111,-0.04310696,-0.00017492706,0.057440955,0.002736154,-0.053578034,0.02019275,0.08647036,-0.01533411,-0.3232225,0.049633395,0.11395991,-0.19347027,-0.248363,-0.028402077,-0.10682336,0.021655697,0.06676122,-0.049519606,0.045085162,-0.0010249701,-0.15004857,-0.1290222,0.002223696,0.014238167,-0.014823137,0.006609834,-0.3015056,0.061735094,-0.030801207,0.0054489654,0.057144754,0.029472658,-0.07707434,-0.100272976,0.05896329,-0.41331482,-0.05584505,-0.047637522,-0.13809463,-0.15940078,-0.11851749,-0.04511214,-0.21316992,0.026101606,0.031242117,0.20841289,0.004091056,0.03017057,0.19480413,
0.003966273,-0.0101313,0.06378143,-0.017147455,0.01891946,-0.27535772,0.0021086854,0.014641902,0.019378705,-0.16030683,-0.05380892,0.006809419,0.16496198,0.030257624,-0.06937863,-0.027805194,0.13356452,0.032942686,-0.61960506,0.020842507,0.018306926,0.06696915,-0.3046661,0.010280015,-0.098433256,-0.005022902,-0.16666907,-0.10798912,-0.05244531,-0.017503707,-0.16486238,-0.15287217,-0.09162085,0.0618361,-0.09836654,0.027852114,-0.0109712705,0.041665964,-0.053110626,-0.003484596,0.04053166,0.06430745,0.038522437,0.021769784,0.12132368,-0.5341457,-0.1221432,-0.05682605,-0.1484605,-0.17840615,-0.0025837594,-0.07904421,-0.16158696,-0.02949197,-0.0025728345,0.06264332,0.010250187,0.044525288,-0.20280299,
-0.09906484,0.0324517,0.13391423,0.13323657,-0.023082376,-0.19302619,-0.08569862,0.009648654,-0.032137387,-0.079675466,-0.071505204,-0.044160638,-0.011482758,0.019979533,0.047376744,-0.009091161,0.07311516,-0.051079236,0.24195811,0.131843,0.12572151,0.17575538,-0.040398452,-0.062136322,-0.109341756,-0.049287617,-0.2361458,-0.052748896,-0.07898667,-0.052671414,-0.03427115,-0.043738175,-0.14159447,-0.049785722,-0.13418274,0.009025128,-0.42505795,0.06041029,0.0104439445,-0.0087401755,-0.036076717,0.013942022,-0.020864598,-0.052257225,-0.040045504,-0.4247008,0.021204848,0.08374406,0.066604964,-0.015815906,0.36950484,-0.034443315,-0.11967193,0.020268448,0.011757433,0.035655376,0.0015466064,0.027617615,0.27875313,
-0.055026088,-0.0019713037,0.02543472,0.068258956,0.06482398,-0.15520579,0.026746046,0.001621725,-0.047716744,-0.13906674,-0.078938484,0.0018027774,0.015542885,-0.08051243,-0.05077765,0.012901639,0.12181458,-0.05026082,0.24524787,0.038979642,0.015714193,0.11690678,-0.26596516,-0.09157244,-0.16526943,-0.02388804,-0.19420375,-0.086977206,-0.026595576,-0.018748624,-0.055041134,-0.0033446143,-0.11989492,-0.093451045,-0.16293673,-0.06455376,0.06686541,-0.065436006,-0.010054039,-0.014427727,0.07869871,0.17424273,-0.022017457,-0.18880005,0.024702897,-0.4155189,-0.04139626,0.042426977,0.030251896,-0.018096132,0.09336809,-0.048036244,-0.0740068,-0.012756297,-0.027284369,0.13998142,0.003861872,0.124177195,0.054933302,
-0.05155581,0.03886009,0.04681724,0.02772699,0.038046043,-0.19760649,-0.0041355146,-0.011690284,-0.01333956,0.30831134,0.10321625,-0.15783665,0.14330971,-0.20146364,-0.17275605,-0.015012976,-0.20682669,-0.038251977,0.13752611,-0.005372608,-0.0637246,-0.12030019,0.19814727,-0.054114185,-0.14935663,-0.009371363,0.086628884,-0.059934013,-0.06829874,-0.0003071879,-0.014640285,0.044375785,0.09211556,0.08839827,-0.23051283,-0.029428218,-0.29290622,-0.07697579,-0.04289861,-0.030868977,0.0041120914,-0.1479451,0.029917145,-0.107869595,-0.07407646,0.0679101,-0.07005549,-0.24603035,-0.015476033,0.00338828,-0.12001051,0.030415567,0.28226227,0.036092576,-0.059782155,-0.04269122,-0.00024699926,-0.11243758,0.19289173,
-0.056899313,-0.020917347,-0.043783434,0.019586142,-0.0029251678,-0.15847328,0.021830954,0.025548644,-0.09048222,-0.1256617,-0.074876584,-0.10095506,-0.14076468,-0.13259883,-0.09932238,-0.07450657,-0.3573855,0.012915479,0.25985602,-0.1182656,0.05055349,0.18736589,-0.1579877,0.13185744,-0.10782987,-0.013095986,0.006737865,-0.06407762,-0.06245796,-0.07381267,-0.19664472,-0.065841556,0.06803525,0.04756594,0.11883211,-0.020239342,-0.26799768,0.010103461,-0.09189383,-0.040825773,-0.050485708,-0.121606946,0.11664906,-0.14482866,0.05669838,0.077984594,-0.02468298,-0.004925581,0.021421617,0.0038497795,-0.24764895,0.104991496,-0.13223326,0.1627281,0.016945504,-0.07101453,-0.006421664,-0.012932327,0.19930771,
-0.024174727,-0.007422179,0.19874185,-0.09522091,0.06709867,-0.27562466,0.032295704,-0.021235427,7.589441e-05,-0.043829966,-0.104182884,-0.051305756,-0.09067418,-0.017015308,0.14417659,-0.07058305,0.05888532,-0.002812726,0.22475217,-0.056775734,0.047007382,-0.1976535,-0.18402992,-0.11147932,0.4022807,-0.006327319,0.03295365,0.05657032,0.0051040538,-0.12980762,-0.1416592,-0.011068068,-0.007001059,-0.052934457,-0.27224872,-0.030308777,0.086209886,-0.07013849,0.07871776,0.035897296,0.0827564,0.09213351,-0.0077657215,-0.073213816,0.038703807,0.19831626,0.09731744,-0.020332769,-0.03261839,0.24178842,0.019210326,0.07463702,-0.04736527,-0.008202999,-0.0057412037,-0.0053454195,-0.0041276244,-0.08387603,0.34983262,
-0.03727763,-0.013970314,-0.122864544,-0.05174399,0.016215634,-0.16670838,0.039378647,-0.016294736,0.021293977,-0.15683506,-0.027266836,-0.029880371,-0.25122306,-0.18436374,-0.019043127,-0.0864476,0.070475176,-0.018814752,0.0930944,0.09550203,-0.10161208,-0.05597467,-0.14787671,-0.01841848,0.14434576,-0.01203745,-0.06375293,-0.087671354,0.024413161,0.02809039,-0.012522973,0.040237308,0.06284572,-0.055728335,0.49818218,0.14371105,-0.31357569,-0.027221609,0.031774737,0.06623547,-0.051321004,0.038118873,0.14434792,0.06479733,-0.039077383,0.33140054,-0.0059306463,-0.0504345,0.053658333,-0.05478567,-0.3406851,0.20574185,-0.08986782,0.051285803,-0.00658869,-0.03241669,-0.0047493908,-0.05710174,0.20041417,
-0.044798676,0.012184683,-0.07332408,-0.08022999,0.0036100307,-0.1800216,-0.01129575,-0.017641336,-0.00048689079,0.16905119,-0.03446221,0.016040199,-0.35681614,-0.028544776,0.37126225,-0.030837696,-0.027215179,-0.0026450437,0.05816559,-0.11144568,-0.10045095,-0.2080144,0.09290592,-0.038358007,-0.13776569,-0.00355263,0.029599272,-0.061872218,-0.039548345,0.059510145,-0.03626561,-0.1946924,-0.25153223,0.0027576357,0.034719765,0.027424369,-0.33758044,-0.06918292,0.015025729,-0.05573264,-0.055928912,-0.043571804,-0.009401088,0.03273594,-0.05521427,-0.18737599,-0.052944172,-0.14864084,-0.009517662,-0.002959046,-0.37731326,-0.024977878,-0.1642457,-0.008625985,0.010802438,0.010016342,0.00053922075,0.019954367,-0.07586861,
0.032818176,0.006893947,0.0940275,0.025111277,0.057199176,-0.23815134,0.044346962,0.01781873,-0.025088137,-0.09331028,0.1275172,0.2583567,0.11553853,0.03571887,-0.04580552,-0.088117905,-0.24742742,-0.013304467,0.30322158,0.063475795,-0.18299784,0.12718397,-0.01070289,-0.0479365,-0.08918846,-0.031147134,-0.14956889,-0.066986345,-0.040207937,-0.03725136,-0.08808508,0.020668123,-0.18880871,-0.085828036,-0.18892051,-0.0028839943,0.08582235,0.046572316,-0.015437762,0.011908415,-0.050497796,0.14788732,-0.04925374,0.040393762,-0.05517682,-0.41966715,-0.05556088,-0.16992477,-0.0015346142,-0.4155123,-0.040608786,-0.041463193,-0.18724078,0.08576137,0.027748223,0.001631875,0.018501788,0.12883817,0.010816609,
7.829117e-05,0.042368133,-0.042247817,0.067064345,0.07486834,-0.07992272,0.04096502,0.024025744,-0.035388548,-0.019520018,0.2778033,-0.036116738,-0.054545075,-0.084911846,-0.052665964,-0.032560423,0.034253083,-0.028295737,0.13303652,0.04621731,0.016713042,-0.10522456,-0.13828774,-0.005989991,-0.10488487,-0.017775241,-0.26658872,-0.042387508,-0.020590182,-0.12576424,-0.081045866,0.094938956,-0.21168698,-0.04913451,-0.111646466,-0.08148517,0.046338808,-0.021609673,-0.04481308,-0.0039429525,-0.047524177,0.1770456,-0.026543716,-0.199418,-0.040953115,-0.44235057,-0.028525054,-0.16289967,0.015733756,-0.024593625,0.46484154,-0.025075737,-0.10595831,0.1656091,0.0010965704,-0.0064561535,0.007355565,0.06728496,-0.02996952,
-0.027904894,-0.054967936,0.16208683,-0.079448976,0.014748267,-0.18556514,-0.01545271,0.03372812,-0.041928068,-0.29073787,0.17312808,-0.08217155,0.09878669,-0.12140543,-0.10656271,-0.11466039,0.030781507,-0.0054154075,0.3229413,-0.14047512,-0.1660753,-0.01727602,-0.13409245,-0.08928045,-0.21378048,-0.050404098,-0.15218109,0.023939552,-0.018550405,-0.1339496,-0.097124696,-0.19157027,0.020768767,-0.06949893,0.116664484,-0.10274845,0.052994527,0.040508673,-0.069463834,0.03451534,0.09671017,0.11506806,-0.08475231,0.00812277,-0.023715056,-0.1875118,-0.04893339,-0.24574485,0.03964833,-0.072082296,-0.23571427,-0.018500328,-0.20791435,0.12938651,-0.015104474,-0.0069393874,-0.0114415325,-0.072686575,-0.028060002,
0.003252013,-0.05249723,-0.22063945,0.048831463,-0.013465868,-0.0054978738,-0.011917684,0.022958256,0.009563605,-0.03595083,-0.33579573,-0.027347265,-0.10795482,-0.02952477,-0.055048823,-0.0034961149,0.12235743,-0.023474175,-0.3487004,-0.26186833,0.06769041,-0.015432166,-0.10540905,0.029427797,0.32115966,0.009697733,-0.003036783,0.049958024,0.02561946,-0.0076871337,-0.13784783,-0.1051355,-0.059125222,0.06107302,-0.03147369,-0.04931861,0.14623292,-0.07484779,-0.026507562,-0.06415283,0.102526836,-0.03910365,-0.0639341,0.0815297,-0.006979868,0.13009223,-0.058094133,-0.009244944,-0.09905194,0.011027703,-0.0429988,-0.05529806,-0.2379609,-0.05695914,-0.021240856,0.06515366,0.0066717537,0.07957487,-0.78196883,
-0.00110592,-0.07051625,-0.06815245,0.032121476,-0.02787588,0.79550743,-0.005824068,-0.03002859,-0.00023222202,-0.066853955,-0.100066476,0.30919138,-0.124296844,-0.14930424,-0.056988113,0.005177108,-0.18787178,0.013364021,-0.07780675,0.025627423,0.03565363,-0.008839051,-0.12038001,0.00989859,-0.12808873,0.002968863,0.12597762,-0.0155200055,0.032376297,0.02189605,0.024678776,-0.18697253,-0.076869726,0.011055293,-0.082061626,-0.02344832,-0.01071644,-0.10463871,-0.12383956,0.066155404,0.073545285,-0.112302504,0.033595655,-0.03555033,0.044594485,-0.17671157,-0.13445193,-0.0995147,0.05493607,-0.0082033295,0.24630676,-0.045137655,0.0131117115,-0.0031433816,0.02182629,-0.041704405,-0.005434642,-0.10627006,0.07982044,
-0.005667378,-0.004336702,0.111614004,0.038593207,0.025149558,-0.1704504,0.0065330598,-0.012943877,-0.014515281,0.12845297,0.14264224,0.176169,-0.45413274,-0.21499896,-0.07472915,0.008473306,0.0771138,-0.02606271,0.15698344,0.07728064,-0.10662715,0.017696772,0.28848118,-0.069630496,-0.18186216,-0.06785464,-0.06350731,0.115622856,0.0035083843,-0.00613211,-0.029066013,0.07487355,0.24288304,-0.045414694,-0.21759304,0.0654416,-0.050985303,0.057651114,-0.008344017,-0.03724935,0.01714854,-0.10063544,-0.075133674,0.08108003,0.06349513,0.089742355,-0.05834386,-0.0058089723,0.009199423,0.045514643,-0.49066985,0.02745808,0.5052463,-0.008316716,0.010278378,-0.042682584,-0.0050629512,-0.080935515,0.06469918,
-0.0400802,-0.00691126,-0.02583152,0.030604213,-0.26048324,-0.25849783,0.062229972,0.00067101186,0.035051085,-0.04709893,-0.2885184,-0.02220963,-0.058122158,-0.05858427,-0.059916142,0.0071424358,0.06874287,-0.041403614,0.052900318,0.02731911,0.12269728,0.12680991,-0.14269787,-0.0144863855,-0.06718127,-0.02875338,-0.04626777,-0.02402476,0.012458392,-0.01687418,-0.10178808,-0.07365485,0.006244953,0.028993944,-0.07745827,-0.030781377,0.14016898,-0.018946799,-0.03189026,0.0030485266,0.060590956,0.054173313,-0.013411842,-0.15356798,0.029198296,-0.50129426,-0.06009207,-0.15678194,-0.008057284,-0.21536231,-0.28286615,-0.032652993,-0.1914419,0.088838026,0.008881737,0.21131587,0.002202122,0.03454055,0.27295533,
-0.043005746,-0.03665495,-0.17650245,-0.083440326,-0.031686377,0.6215335,0.019941138,-0.023342876,-0.011562168,0.1855776,-0.10432474,0.20508808,-0.31574214,0.13017459,-0.016897941,0.07124944,-0.1856604,-0.02620083,-0.36389613,0.039278943,0.03571036,0.07021773,-0.035869982,-0.031784117,-0.11212169,0.026699096,-0.11542931,0.15857649,-0.06148959,0.015254454,-0.19667076,-0.0044921883,0.07817598,-0.0448721,-0.016576122,-0.017513918,-0.28808573,0.10638737,-0.082851246,0.024697758,-0.07911109,0.013216413,-0.08564318,-0.049843553,-0.04100788,0.19369417,-0.042901684,-0.009880579,0.028281316,-0.025784457,-0.42998958,-0.018291239,-0.17216215,0.017692642,0.01145122,-0.0038733464,0.0005506852,0.06453157,-0.011319915,
-0.043201745,0.20268793,-0.28550056,0.080921546,-0.117100514,0.2775166,0.02516713,0.012037565,-0.024282385,-0.3989997,0.031200306,-0.021609265,0.08590581,-0.076764464,-0.04812956,-0.04140588,0.07062924,-0.008179214,-0.23263456,-0.1794402,-0.033649493,-0.1099484,-0.11656115,-0.0143904,-0.17321786,-0.030339446,-0.070300736,-0.049535997,-0.033050224,-0.04746062,-0.11124049,-0.14017828,0.06218693,0.09600587,0.00073682144,0.011988541,0.046613764,-0.0128875505,0.037782203,-0.047516227,0.06698615,0.050917238,-0.0071045565,-0.002538641,-0.021728365,-0.2968003,-0.06398247,-0.15722525,0.0174249,-0.056026455,-0.3907466,-0.049089063,-0.195764,0.007026553,-0.007344259,0.0659011,0.018377498,0.02720276,-0.39405817,
0.0096932035,-0.0048864023,-0.23636857,-0.05423279,0.057219774,-0.26992562,0.045421604,-0.047716063,0.0021029746,-0.0664894,-0.04092591,-0.09882593,0.075496204,-0.08401626,-0.018094636,-0.0944101,0.16258608,-0.039826833,0.10871755,0.04956051,-0.11104351,0.017815335,0.1960945,-0.039230432,0.16265428,-0.019860012,-0.084114134,-0.06985946,-0.05669672,-0.06850487,-0.12954926,0.095761836,-0.12972254,-0.059282877,-0.14839262,0.0063368976,-0.24264486,-0.08359653,0.014276802,-0.027647886,-0.07185598,0.1784013,0.12058594,0.09888942,0.009413244,-0.2563342,-0.0017066877,-0.21347772,0.033019967,0.025222147,-0.04111238,-0.058539085,-0.07325998,0.0016804208,0.009137915,-0.041040614,-0.001364842,-0.07547721,0.034252044,
-0.0173623,-0.033707634,0.18700737,-0.055679537,-0.16773984,-0.11366299,0.00048592652,0.029811697,-0.018830223,-0.060194958,-0.09020874,-0.038994115,-0.13052832,-0.040104568,0.35235667,-0.039548617,-0.039310202,-0.0003587716,0.12267338,-0.20105043,0.0033749063,-0.15796483,0.055138305,-0.043567616,-0.085829936,-0.012519935,-0.15256009,0.008939879,-0.029776618,0.0074761137,-0.117805816,0.03527608,-0.11743233,-0.10194067,-0.07486853,-0.013631535,0.08900155,-0.05620078,-0.015474499,-0.0058997464,-0.03875851,0.07669143,-0.024988864,0.057933293,-0.039807007,-0.07513234,-0.13048065,-0.11199772,0.11751084,-0.3088779,0.031435262,-0.028971678,-0.123861715,-0.008758643,0.0067120567,0.06616712,0.008714725,0.069102444,0.069310196,
-0.06685892,-0.013184824,-0.21106698,-0.06346971,-0.0070765154,-0.07175695,0.04596209,0.0067349924,0.016082695,-0.23749717,0.1269216,-0.020107541,-0.19465616,-0.049894735,-0.06288014,-0.056544658,0.028834427,0.016700612,-0.3964649,0.058866017,0.066388026,-0.19219889,-0.22886258,-0.0037024806,-0.2825772,0.02781384,-0.09010388,-0.09254435,-0.07943,0.028917205,-0.09921817,-0.08096234,-0.05617105,-0.07908204,-0.057869576,-0.019143,-0.38629627,0.03428524,-0.009883473,-0.0039930376,0.019269366,0.0178564,-0.073484205,0.071974374,0.0755565,-0.09264681,-0.07655872,0.07079673,-0.070211016,-0.22845812,-0.2398981,-0.07184118,-0.13350315,-0.008498063,0.03411567,0.24689493,0.0038147205,0.022041332,0.21893167,
0.03383965,-0.023592025,0.009013544,0.15527813,0.008402456,-0.25991234,0.028173303,-0.013383513,-0.014327909,-0.30749202,0.03238082,-0.03944121,0.14400959,-0.106068954,-0.13488404,0.21342282,-0.11629389,-0.017287271,0.022078581,-0.101157255,-0.07567689,0.24390419,-0.75046825,-0.03637876,-0.1555096,-0.054612003,-0.13305593,-0.06912173,-0.028076738,0.18079075,-0.106107384,-0.06784765,-0.2579573,0.09594698,-0.33567685,0.05447405,0.03377992,-0.061753873,-0.029194048,-0.031100105,-0.13176864,-0.18673015,-0.0036087572,0.034642566,0.09609122,0.08681432,0.12559679,0.031729337,0.014136426,-0.0832435,0.08396289,0.011475601,0.2061746,-0.049156927,0.015207812,-0.084865004,-0.019441385,-0.066077836,0.024876086,
0.010083197,-0.045932807,0.0004102653,-0.060139496,0.03970871,-0.16501562,0.01547707,-0.035895515,-0.009076267,-0.08642077,0.09820227,-0.15577611,0.09789173,-0.11644112,-0.0643615,-0.06603673,-0.14757958,0.003561553,0.14278026,-0.08574196,0.058944874,0.03699929,-0.334792,0.24890348,-0.10072096,-0.058283925,-0.0872358,-0.018954758,-0.053993285,-0.056063112,-0.030861257,-0.007609821,-0.07219539,-0.01513844,-0.053228833,-0.0406435,0.092779234,-0.05405294,-0.06682422,-0.03407647,-0.027733445,-0.21810994,0.012763056,-0.1065226,0.010981392,0.40302473,-0.0851016,-0.22051728,-0.012341241,-0.0126549555,-0.07103698,0.040748432,0.071843855,-0.01251131,0.051165927,-0.07543838,0.0023070017,-0.13051589,-0.041269634,
-0.07534161,-0.016875468,0.046966594,-0.027360126,0.008927052,0.51069415,-0.015003341,-0.019879458,-0.009007081,-0.1310345,0.26122716,-0.022256874,0.09331946,-0.041951206,-0.07174038,-0.0115434155,0.11553807,0.11088698,0.036096916,-0.039996035,-0.08759274,-0.18655749,-0.00081207603,-0.05507826,-0.16844387,-0.011808222,-0.015256363,-0.005113234,-0.0342352,-0.008630031,-0.13770041,0.04262317,0.004708574,0.10709529,-0.17419265,-0.02305264,0.0321541,0.047334842,-0.08237504,0.08601088,-0.059238173,-0.118529476,-0.06289423,-0.13697912,0.015784571,-0.020647299,-0.05144625,0.050869163,0.010240986,0.024675407,-0.62990403,-0.011552903,-0.10482023,0.045715034,-0.0065046893,-0.042746525,-0.021233276,-0.1368275,-0.01498982,
0.010969229,-0.015942581,-0.25149408,0.07412261,-0.09702132,-0.13357231,-0.06490567,0.00414042,-0.004506762,-0.26054066,-0.017325135,0.025060248,-0.2735932,0.0022394764,-0.07669124,0.01178066,0.08853006,-0.029891811,-0.16910681,-0.34215313,0.027636988,-0.18857256,-0.11700591,0.019569248,-0.09193591,0.014233525,0.07225462,0.08854681,0.061600123,-0.011681683,-0.17423396,-0.09800164,0.0109428475,0.08068924,0.0662971,-0.009266295,-0.24395095,0.09173938,-0.0514609,-0.04083752,0.007841392,0.015019622,0.023698084,-0.020505842,-0.0014066566,0.10201885,-0.076783955,-0.037506677,0.032413192,-0.060805432,-0.26344526,-0.019917918,-0.17158219,-0.053692013,-0.0002904624,0.021482736,0.0017151183,0.030767182,-0.7339256,
0.017702922,0.031376913,0.06906429,-0.04890216,-0.004622355,-0.26279318,-0.0343557,-0.042026836,0.016514521,0.20208992,0.35865757,-0.083382964,-0.13413158,0.010833032,-0.047728706,-0.020599354,0.03648537,-0.051636804,0.28111413,0.031955212,0.0939076,0.109715044,-0.035101175,-0.030522747,-0.09629518,-0.022108752,-0.14571618,-0.0024380763,0.020085938,0.017904975,-0.050674148,-0.13001263,-0.15934339,-0.10592421,0.08175711,0.02112817,0.058465637,0.019304061,0.01191076,-0.010246629,0.0607683,0.07981834,-0.024602957,-0.20147716,-0.05278583,-0.28045174,-0.04991504,0.025760537,-0.041331146,-0.09913768,0.11489956,0.011643823,-0.13965182,0.0147076845,-0.0056322515,0.025087483,0.0011538866,0.16120552,0.02718108,
0.03677436,0.0018331131,-0.22579202,-0.011295142,0.0007137597,-0.15618935,0.016776511,0.022173395,0.005924322,-0.10715843,-0.10665594,-0.018918386,0.015784597,-0.04758229,-0.028295817,-0.05942763,-0.18386395,-0.014908446,-0.52240926,-0.24789117,0.051953387,-0.17354482,0.17495409,0.008346268,-0.14419018,0.08250653,-0.06334082,-0.043291844,0.032997668,-0.06712893,-0.080944195,0.017374575,-0.22993076,-0.0020077936,0.08485256,-0.0121146105,0.109492555,-0.030451601,-0.05672951,0.035765614,-0.028887635,0.040350143,-0.0651517,0.07695585,-0.11603378,-0.3157631,-0.07849553,-0.04753099,0.034498297,-0.09006634,0.06429184,-0.09694894,-0.20371789,-0.07608044,-0.081706256,0.22350717,0.010209784,0.025813408,-0.13894929,
0.030502329,-0.013898055,-0.16941756,0.012854196,-0.3058791,-0.17028295,0.018441483,0.027880076,-0.01850909,-0.058669657,-0.04446427,-0.00984045,-0.041799836,-0.044006776,-0.050767586,-0.016993253,0.13334173,-0.063062966,0.059002127,-0.00015937234,0.051296245,-0.16521567,-0.34817153,-0.014727107,0.21781874,-0.00084840495,-0.22117782,0.065225266,0.02181318,0.02217786,-0.123049445,-0.10677035,0.00966194,0.06984009,-0.0048046988,0.057431825,0.09397652,-0.006325926,-0.0073305103,-0.015380549,0.11040528,0.048493944,-0.012312584,-0.3125453,-0.062678926,-0.34123185,0.080221,-0.1674978,-0.07189134,0.0031238901,0.41116557,-0.039127175,-0.18853477,-0.02784907,-0.006862252,0.2303462,0.0048831846,0.039770644,0.063416466,
-0.04990991,0.037900526,-0.07259625,0.084789775,0.069379345,-0.31800714,0.015468109,0.037753407,0.043200903,-0.17479704,-0.10307808,-0.05086945,-0.043271743,-0.106386386,-0.076636866,-0.04892694,-0.04802471,-0.029445954,0.012882341,0.0417976,0.08448334,0.2229094,-0.16658914,-0.06736142,-0.11083276,-0.02440425,-0.237016,-0.046837382,-0.048092976,0.068670236,-0.10803377,-0.023451135,-0.039707802,-0.08701045,-0.25611204,-0.054849293,0.025093392,-0.017137032,0.041694198,-0.03138671,-0.04322255,-0.18942368,-0.033485815,-0.25595322,-0.06762882,-0.33282182,-0.015067577,0.103785954,0.01756559,0.04385691,0.076943986,-0.051130258,-0.16229215,-0.016521579,-0.010533778,0.042711016,0.00815337,0.030497044,-0.0380887,
0.005780177,0.016152058,-0.108661145,-0.059781134,0.038526252,-0.08995984,0.007866904,0.03293471,-0.0011626016,-0.12310214,-0.0051416103,-0.034130245,0.15490095,-0.1797176,-0.052857388,0.09529819,-0.1565163,-0.022720633,0.07390974,0.045322716,-0.1145087,0.18084925,0.25042358,0.0017545314,0.4408751,-0.030519335,0.0063348496,-0.01654206,0.008899651,-0.08990064,-0.09665983,-0.012092974,-0.12477134,-0.03633289,0.034227874,0.0034152912,0.4257512,-0.06760649,0.019752817,-0.063524105,0.022008762,-0.021181649,-0.017079849,-0.00032884674,-0.0992096,0.43435428,-0.047794636,-0.08542249,0.023868073,0.060956936,-0.17893593,-0.010406927,-0.08369487,0.030315267,0.02713766,-0.055591412,0.020252146,-0.036612544,0.02567188,
